"Participant","Age","Sex","Education","Nationality","Ethnicity","Date","Time","Duration","Break_Duration","Screen_Resolution","Screen_Refresh","Browser","Browser_Version","Device","Device_OS","Illusion_Type","Block","Block_Order","Trial","Stimulus","Illusion_Strength","Illusion_Side","Illusion_Difference","Answer","Error","ISI","RT","Study"
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,1,"MullerLyer_str-50.0_diff-0.2",-50,"-1",0.2,"arrowdown",0,591,1207,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,2,"MullerLyer_str0.0_diff-0.2",0,"-1",0.2,"arrowdown",0,847,1099,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,3,"MullerLyer_str50.0_diff-0.2",50,"-1",0.2,"arrowup",1,909,3266,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,4,"MullerLyer_str-50.0_diff0.2",-50,"1",0.2,"arrowup",0,849,1554,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,5,"MullerLyer_str-16.67_diff-0.05",-16.6666666666667,"-1",0.05,"arrowdown",0,718,956,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,6,"MullerLyer_str0.0_diff0.05",0,"1",0.05,"arrowup",0,318,1473,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,7,"MullerLyer_str-16.67_diff-0.2",-16.6666666666667,"-1",0.2,"arrowdown",0,755,1203,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,8,"MullerLyer_str16.67_diff-0.2",16.6666666666667,"-1",0.2,"arrowdown",0,830,3464,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,9,"MullerLyer_str33.33_diff0.5",33.3333333333333,"1",0.5,"arrowup",0,255,2266,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,10,"MullerLyer_str16.67_diff-0.5",16.6666666666667,"-1",0.5,"arrowdown",0,380,1001,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,11,"MullerLyer_str33.33_diff0.35",33.3333333333333,"1",0.35,"arrowup",0,666,1556,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,12,"MullerLyer_str-33.33_diff0.35",-33.3333333333333,"1",0.35,"arrowup",0,519,811,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,13,"MullerLyer_str-33.33_diff-0.05",-33.3333333333333,"-1",0.05,"arrowdown",0,752,922,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,14,"MullerLyer_str50.0_diff0.5",50,"1",0.5,"arrowup",0,846,2539,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,15,"MullerLyer_str33.33_diff-0.5",33.3333333333333,"-1",0.5,"arrowdown",0,892,1653,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,16,"MullerLyer_str50.0_diff-0.05",50,"-1",0.05,"arrowup",1,754,1031,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,17,"MullerLyer_str-16.67_diff0.05",-16.6666666666667,"1",0.05,"arrowup",0,561,1237,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,18,"MullerLyer_str-50.0_diff-0.05",-50,"-1",0.05,"arrowdown",0,923,976,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,19,"MullerLyer_str16.67_diff-0.35",16.6666666666667,"-1",0.35,"arrowdown",0,990,2412,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,20,"MullerLyer_str-16.67_diff0.2",-16.6666666666667,"1",0.2,"arrowup",0,336,727,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,21,"MullerLyer_str50.0_diff0.2",50,"1",0.2,"arrowup",0,990,3667,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,22,"MullerLyer_str50.0_diff-0.5",50,"-1",0.5,"arrowdown",0,415,1089,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,23,"MullerLyer_str-50.0_diff0.35",-50,"1",0.35,"arrowup",0,896,675,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,24,"MullerLyer_str50.0_diff-0.35",50,"-1",0.35,"arrowup",1,750,2833,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,25,"MullerLyer_str-33.33_diff-0.5",-33.3333333333333,"-1",0.5,"arrowdown",0,638,660,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,26,"MullerLyer_str16.67_diff-0.05",16.6666666666667,"-1",0.05,"arrowup",1,519,979,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,27,"MullerLyer_str-50.0_diff0.5",-50,"1",0.5,"arrowup",0,741,768,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,28,"MullerLyer_str-50.0_diff-0.35",-50,"-1",0.35,"arrowdown",0,740,614,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,29,"MullerLyer_str0.0_diff0.2",0,"1",0.2,"arrowup",0,482,765,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,30,"MullerLyer_str16.67_diff0.35",16.6666666666667,"1",0.35,"arrowup",0,366,1128,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,31,"MullerLyer_str-33.33_diff0.05",-33.3333333333333,"1",0.05,"arrowup",0,521,710,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,32,"MullerLyer_str-16.67_diff0.5",-16.6666666666667,"1",0.5,"arrowup",0,390,617,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,33,"MullerLyer_str0.0_diff-0.35",0,"-1",0.35,"arrowdown",0,646,578,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,34,"MullerLyer_str-16.67_diff0.35",-16.6666666666667,"1",0.35,"arrowup",0,633,548,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,35,"MullerLyer_str0.0_diff0.35",0,"1",0.35,"arrowup",0,803,588,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,36,"MullerLyer_str16.67_diff0.5",16.6666666666667,"1",0.5,"arrowup",0,428,908,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,37,"MullerLyer_str16.67_diff0.2",16.6666666666667,"1",0.2,"arrowdown",1,838,840,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,38,"MullerLyer_str-50.0_diff0.05",-50,"1",0.05,"arrowup",0,445,639,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,39,"MullerLyer_str33.33_diff-0.05",33.3333333333333,"-1",0.05,"arrowup",1,260,683,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,40,"MullerLyer_str-33.33_diff0.5",-33.3333333333333,"1",0.5,"arrowup",0,739,514,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,41,"MullerLyer_str0.0_diff-0.05",0,"-1",0.05,"arrowdown",0,371,1159,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,42,"MullerLyer_str-16.67_diff-0.35",-16.6666666666667,"-1",0.35,"arrowdown",0,834,609,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,43,"MullerLyer_str33.33_diff0.05",33.3333333333333,"1",0.05,"arrowdown",1,605,1176,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,44,"MullerLyer_str16.67_diff0.05",16.6666666666667,"1",0.05,"arrowdown",1,424,1344,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,45,"MullerLyer_str0.0_diff-0.5",0,"-1",0.5,"arrowdown",0,556,561,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,46,"MullerLyer_str50.0_diff0.05",50,"1",0.05,"arrowdown",1,750,768,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,47,"MullerLyer_str33.33_diff0.2",33.3333333333333,"1",0.2,"arrowdown",1,784,697,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,48,"MullerLyer_str33.33_diff-0.2",33.3333333333333,"-1",0.2,"arrowup",1,599,891,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,49,"MullerLyer_str33.33_diff-0.35",33.3333333333333,"-1",0.35,"arrowup",1,837,822,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,50,"MullerLyer_str-33.33_diff0.2",-33.3333333333333,"1",0.2,"arrowup",0,965,632,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,51,"MullerLyer_str-50.0_diff-0.5",-50,"-1",0.5,"arrowdown",0,445,603,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,52,"MullerLyer_str-33.33_diff-0.2",-33.3333333333333,"-1",0.2,"arrowdown",0,571,597,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,53,"MullerLyer_str50.0_diff0.35",50,"1",0.35,"arrowup",0,701,1338,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,54,"MullerLyer_str0.0_diff0.5",0,"1",0.5,"arrowup",0,755,620,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,55,"MullerLyer_str-16.67_diff-0.5",-16.6666666666667,"-1",0.5,"arrowdown",0,806,551,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","Müller-Lyer",1,1,56,"MullerLyer_str-33.33_diff-0.35",-33.3333333333333,"-1",0.35,"arrowdown",0,616,589,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,1,"White_str0.0_diff20.0",0,"1",20,"arrowleft",0,873,670,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,2,"White_str0.0_diff-10.0",0,"-1",10,"arrowright",0,817,486,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,3,"White_str0.0_diff10.0",0,"1",10,"arrowleft",0,740,592,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,4,"White_str-25.0_diff-5.0",-25,"-1",5,"arrowright",0,841,1229,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,5,"White_str25.0_diff15.0",25,"1",15,"arrowleft",0,491,6018,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,6,"White_str-25.0_diff-10.0",-25,"-1",10,"arrowright",0,806,1180,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,7,"White_str16.67_diff-10.0",16.6666666666667,"-1",10,"arrowright",0,881,2765,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,8,"White_str-25.0_diff15.0",-25,"1",15,"arrowleft",0,523,1847,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,9,"White_str8.33_diff-5.0",8.33333333333334,"-1",5,"arrowright",0,354,5263,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,10,"White_str16.67_diff20.0",16.6666666666667,"1",20,"arrowleft",0,761,936,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,11,"White_str-16.67_diff10.0",-16.6666666666667,"1",10,"arrowleft",0,357,1558,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,12,"White_str-8.33_diff15.0",-8.33333333333333,"1",15,"arrowleft",0,573,737,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,13,"White_str0.0_diff15.0",0,"1",15,"arrowleft",0,468,654,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,14,"White_str-16.67_diff20.0",-16.6666666666667,"1",20,"arrowleft",0,491,1455,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,15,"White_str8.33_diff-10.0",8.33333333333334,"-1",10,"arrowright",0,486,2528,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,16,"White_str-8.33_diff10.0",-8.33333333333333,"1",10,"arrowleft",0,336,1774,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,17,"White_str0.0_diff-15.0",0,"-1",15,"arrowright",0,727,740,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,18,"White_str-8.33_diff-10.0",-8.33333333333333,"-1",10,"arrowright",0,918,883,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,19,"White_str8.33_diff-20.0",8.33333333333334,"-1",20,"arrowright",0,340,842,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,20,"White_str-16.67_diff-5.0",-16.6666666666667,"-1",5,"arrowright",0,890,844,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,21,"White_str8.33_diff15.0",8.33333333333334,"1",15,"arrowleft",0,879,884,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,22,"White_str25.0_diff10.0",25,"1",10,"arrowleft",0,510,2341,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,23,"White_str25.0_diff20.0",25,"1",20,"arrowleft",0,302,5533,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,24,"White_str16.67_diff-20.0",16.6666666666667,"-1",20,"arrowright",0,416,2129,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,25,"White_str8.33_diff-15.0",8.33333333333334,"-1",15,"arrowright",0,890,983,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,26,"White_str25.0_diff-5.0",25,"-1",5,"arrowleft",1,823,4881,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,27,"White_str-25.0_diff-15.0",-25,"-1",15,"arrowright",0,652,946,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,28,"White_str16.67_diff-15.0",16.6666666666667,"-1",15,"arrowleft",1,893,2831,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,29,"White_str-8.33_diff20.0",-8.33333333333333,"1",20,"arrowleft",0,305,1700,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,30,"White_str0.0_diff-20.0",0,"-1",20,"arrowright",0,349,763,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,31,"White_str8.33_diff10.0",8.33333333333334,"1",10,"arrowleft",0,814,1801,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,32,"White_str-25.0_diff-20.0",-25,"-1",20,"arrowright",0,528,617,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,33,"White_str-8.33_diff-5.0",-8.33333333333333,"-1",5,"arrowright",0,615,587,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,34,"White_str16.67_diff15.0",16.6666666666667,"1",15,"arrowleft",0,819,5096,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,35,"White_str25.0_diff5.0",25,"1",5,"arrowright",1,360,949,1
"5bce155e561901000121006f_49472",29,"Female","Master","UK","Caucasian","31/07/2022","08:28:21",39.1869333333333,0.4056,"1920x927",59.35,"firefox","102.0.0","Desktop","Windows 10","White",1,2,36,"White_str25.0_diff-15.0",25,"-1",15,"arrowright",0,481,2445,1
