"Participant","Age","Sex","Ethnicity","Education","Nationality","Duration","Break_Duration","Device_OS","Screen_Resolution","Screen_Size","Screen_Refresh","IPIP6_Extraversion","IPIP6_Conscientiousness","IPIP6_Neuroticism","IPIP6_Openness","IPIP6_HonestyHumility","IPIP6_Agreeableness","IPIP6_SD","PID5_Disinhibition","PID5_Detachment","PID5_NegativeAffect","PID5_Antagonism","PID5_Psychoticism","PID5_SD","Delboeuf","Ebbinghaus","RodFrame","VerticalHorizontal","Zollner","White","MullerLyer","Ponzo","Poggendorff","Contrast","i"
"S01",36,"Female","Caucasian","Bachelor","Canada",52.6668833333333,0.0391166666666667,"Windows 10","1464x673",0.985272,"60.05",25.5,24.25,75.25,76.5,98.5,82.25,17.6053930235631,1.4,37.4,73.4,0.6,34,12.0560799883759,-1.77740322213631,0.218294925438315,0.319859114436503,-0.201450491316142,0.567234147778576,1.59793987826822,0.514498167531991,0.162288527322448,-0.0970646115312856,-0.816019018262893,0.0461544896962509
"S02",21,"Male","Caucasian","High School","Greece",48.6031,0.0361333333333333,"Windows 10","2560x1297",3.32032,"144.82",61,53.5,50.75,75.5,40,60.5,12.5752812882267,45.6,28.6,49.6,46,59,10.4317122166155,-0.588602225264168,-0.444113095132382,-0.464782258008147,-0.093558894105165,0.684799467752652,-0.276486635229998,-0.17296787178986,-0.00919166558174811,-1.56479919721639,0.167962816100791,-0.0619945247808699
"S03",31,"Male","Caucasian","Bachelor","Chile",42.0942166666667,0.0156666666666667,"Windows 10","1270x926",1.17602,"121.21",48.5,77.25,23.75,96.25,58.5,51,25.0812098040025,41.4,35,1.8,24.8,13,24.1785024160775,0.171757984053772,0.0683529067996991,1.15123199603268,0.0422925477682659,-0.32760858369823,0.378186952227064,0.255773847854008,-0.105555853375182,-0.779791127958961,-0.550640282714399,0.0250071945907297
"S04",40,"Female","Caucasian","Master","Italy",54.38665,0.0536833333333333,"Linux","1517x646",0.979982,"61.36",0,52.75,87.25,71.25,55.5,51,18.6008897424303,15,54,54.2,56.6,44,30.5811229844096,-0.191422168705506,-0.438227227832853,0.416723924398754,-0.214514481115626,0.436707935723846,-0.749932617028528,-0.672515247223677,-0.514135753858277,-0.616872884821429,-0.273176554187393,-0.12415390640093
"S05",54,"Male","Caucasian","Bachelor","Italy",65.2620833333333,0.0953,"Windows 10","1536x722",1.108992,"60.06",78.75,80.75,42,79.75,45.25,73.5,15.3703775002104,20.4,10.6,4.2,27,5.4,11.2337124798838,-0.623787603956585,0.738291645729136,-0.221764610048259,0.116589147161867,1.31036764524718,-0.967438301003922,0.730377048992966,0.0752020544621398,0.846843231202888,-0.598318178036582,0.109665614858216
"S06",30,"Male","Caucasian","High School","USA",43.6192166666667,0.02425,"Windows 10","1360x601",0.81736,"60.06",19.75,41.5,0,81.25,96.5,40.5,20.5734485356709,23.6,70.4,0,4,38,13.1365515266754,-1.10505508821339,-0.026467621957792,0.390712877393377,0.435753911265054,0.875357355029687,1.284393017981,0.630904869180155,0.393616337731592,0.945671431377655,-0.302148690613608,0.163598282533821
"S07",61,"Female","Caucasian","Bachelor","UK",81.0731,0.06195,"Linux","1280x661",0.84608,"60.48",39,95.75,4.25,100,89.25,97.5,7.95221831076611,1.4,30.8,0.4,10.8,1.6,11.6380675000358,1.49987840969125,1.46890648147676,1.38852938986386,1.41544628807919,1.49511238862224,0.711555896871427,1.3031675590551,0.335716828128267,0.130268560784121,0.115603117396128,0.410751444225927
"S08",29,"Male","Other","Bachelor","Finland",51.3114666666667,0.212783333333333,"Windows 10","1600x734",1.1744,"58.92",32.5,53.25,52.25,52.5,34.25,58,13.8329615378184,50,52.6,55.8,45.6,55,13.5691424255881,-0.750569547026702,0.300836820914782,-0.358633247888866,-0.00615259429119821,-1.0399845161639,-0.8683621499394,-0.0423702268467117,0.344243648178232,-0.0668473903654317,1.51222276284492,0.00150632121863989
"S09",29,"Female","Caucasian","High School","USA",50.382,0.0219833333333333,"Windows 10","1920x937",1.79904,"60.07",51.75,45,38.75,57.5,71,71.25,28.1571735751628,40.8,24,67.8,36.2,45.8,21.1572127176567,-0.641733758367837,0.606266268461437,-0.54428168853256,-0.160446190207182,0.83607942753121,-1.85427082566372,0.730195775235675,-0.255303468047372,0.262877218642005,0.553861867860082,0.0348981576643923
"S10",22,"Male","Latino","Bachelor","Mexico",47.9041666666667,0.0317833333333333,"Windows 10","1920x969",1.86048,"60.02",34.25,42.5,21.5,60.25,76.25,100,21.5502872031358,30.8,40.2,40.4,7.8,21.8,18.0009985376749,-0.478970474891414,0.0521395423766529,-0.646799873898441,0.55391181263553,0.668803354354415,0.868012322843762,0.644289746444726,0.833521100367517,0.118291500116819,-1.3012164010597,0.154418166650516
"S100",20,"Female","Latino","High School","Portugal",86.5340833333333,0.17115,"Mac OS","1612x1011",1.629732,"58.94",36.25,69,54.75,72,45.5,67.5,8.79833898791733,38.8,48.8,63,35.6,61.2,11.6133963282971,0.158270182974915,-1.48906552317537,-1.00924806291715,-1.47163299773771,-1.69858155791343,-0.343634065685379,-0.753074335348137,-0.269603252071527,-0.0641102450267603,-1.65173651016372,-0.374331279393578
"S101",24,"Male","Caucasian","High School","Italy",49.2028333333333,0.0370666666666667,"Windows 10","1920x942",1.80864,"59.9",39,67.25,59.75,72.5,37.25,66,13.6699889453894,14.8,21.6,51.4,15.6,17.2,16.5091251651715,0.632659009648328,0.878190993451297,-1.06499360340773,0.499135294093625,0.185828646345075,-0.305408100052136,-0.0245191979369922,-0.152470863570046,-0.17278944935582,-0.870306784571335,0.0471318210220102
"S102",28,"Female","Latino","Bachelor","Germany",46.2330166666667,0.0563333333333333,"Linux","1848x980",1.81104,"60.38",43.75,62.25,60.25,90,47.5,94.25,13.3722606017104,19.4,24,50.6,12.4,40.2,22.425561836859,0.00546667407028978,0.0975599003322875,0.379414884514415,0.16658557632918,0.532877058554294,-0.786072604498127,-0.145011374948478,0.177137320441071,0.135626940805797,0.963935347355999,0.0445629713824491
"S103",28,"Male","Caucasian","Master","Turkey",40.4424333333333,0.0903666666666667,"Mac OS","1440x763",1.09872,"60.74",46.25,56.25,55,80.25,54,51.25,17.7602729638409,31.4,47,32.8,34.6,32.2,20.1964490949881,0.991701613097281,0.0685092501498333,0.426523249973965,0.00713998431132146,0.708767057402348,0.123346845351321,-0.228597018339707,-0.543337569718646,-0.438489609338649,2.17684038779046,0.00639311954576451
"S104",26,"Female","Caucasian","Master","Ireland",68.7966166666667,0.0502833333333333,"Windows 10","1280x577",0.73856,"60.07",46,59,73,49.25,33.25,80.75,11.9788941582512,35.4,64.2,66.4,56.6,48,24.7240020813393,0.400477219639925,0.57801536771138,0.564798464175439,-0.0347638874255457,0.0553492158782391,0.335751735658149,0.175388963723909,-0.0730312847395255,0.37943456329274,0.344296188995907,0.0526545367240485
"S105",27,"Male","Caucasian","Other","Portugal",56.3963833333333,0.0591833333333333,"Windows 10","3840x1453",5.57952,"75.02",71,46.5,23.25,82.75,40.75,37,23.9134110305092,34.2,39.2,36.6,39.6,26,23.7676663251503,-0.314762363647409,1.1026374708525,-0.0125748050970968,0.150222446849826,0.0705217606863687,-0.894401850291925,0.713533133182708,0.206636840055625,0.783386702343793,-1.93929816382232,0.0963658700955265
"S106",23,"Female","Caucasian","High School","Italy",40.4047333333333,0.0359666666666667,"Windows 10","1920x937",1.79904,"75.05",28.5,47.5,62,63,19.75,81.25,14.9018386922785,30.4,34.6,49.6,38.4,40.4,14.5265528664571,-0.278300059141643,-0.130345335578053,1.00853615118159,-0.0924204273078827,-0.142115600721694,1.5228769191735,-0.249219617869999,-0.354595145311336,0.344037663539321,-1.05327123166502,-0.0285752043649712
"S107",18,"Male","Caucasian","High School","Portugal",43.9665666666667,1.84361666666667,"Windows 10","1536x754",1.158144,"146.88",69.75,53,60,84.5,71,86.25,16.2605779909791,19.8,27.2,56.4,24.2,46,28.365971373974,0.469446213447163,0.537552734929336,0.0114990943284301,0.129436408528163,1.21697990045925,0.153714736201401,0.149489623428538,0.1531856710587,0.977307892325348,0.170457922972888,0.097122234646913
"S108",33,"Male","Caucasian","High School","Poland",112.000083333333,0.0321,"Windows 10","1680x939",1.57752,"60.5",14.75,34.5,71.25,24,64,10.75,16.7210133165904,31.4,74.8,53.2,63.8,62.2,15.764250788569,-1.57827247214556,-0.294144297961487,0.0114990943284365,-0.197476859224788,1.5197684118662,0.22062831938258,-0.999260087482771,0.08997160707051,-0.498492645384718,0.246586255128459,-0.0847801395541124
"S109",24,"Female","Latino","Bachelor","Mexico",41.5800666666667,0.43585,"Windows 10","1517x730",1.10741,"61.71",46,50,73.25,52.5,41.5,90.75,22.4131650706869,51.6,26.6,76.8,49.4,53.6,31.0300971262074,1.26097860604414,-0.129644405241266,0.161798944064712,-0.150616130061193,0.498174423510519,-0.929078780354176,-0.060449370612866,0.0159528494821832,-0.733547401549763,0.649448128204116,-0.0192638103235601
"S11",36,"Male","Latino","Bachelor","Mexico",52.57995,0.0362333333333333,"Windows 10","1707x802",1.369014,"60.48",11.75,65,44.25,80.5,33.25,79,15.4401309413491,19.4,28.6,26,19.4,35.2,17.2033065531459,1.8880367603803,-0.166593730652092,-0.407195694835448,0.489784484956843,-0.367216906161058,0.32031176778634,0.183505124790724,-0.190676902782417,-0.848915645834219,0.322309379648409,0.0465036065005942
"S110",27,"Male","Caucasian","Master","Poland",53.5944333333333,0.0361,"Windows 10","2560x1297",3.32032,"164.65",60.75,50.25,64,53.25,46.3333333333333,38.25,26.6434265233368,40.6,72.6,81,60.2,45.6,18.8489616788457,0.278500078891357,0.759525128404375,-0.028514553045267,-0.1738387795628,-0.130922840019039,1.04554121051655,0.00211613078219586,0.348210189112933,-0.836293017476283,0.645433765071881,0.030125428246061
"S111",27,"Male","Latino","Bachelor","Mexico",84.1285,0.0667833333333333,"Windows 10","1707x826",1.409982,"60.05",39.5,48.25,44.25,44.5,38,82.5,11.9510647949625,62.8,48.4,66,45,55.6,15.3817120413508,0.223306787208423,0.326426097849228,0.94059055119875,0.609615713758622,1.12205314775216,-0.0398195862433114,0.950311080316945,0.38394922197675,1.60997404018508,-0.243640395550713,0.237768292981584
"S112",29,"Male","Caucasian","High School","Germany",37.8724166666667,3.17881666666667,"Windows 10","2049x1017",2.083833,"165.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603977291379263,0.176982682859007,0.209550619165536,0.116132373361577,-0.382341180876228,-0.169283787405697,0.174400789010294,-0.172487330088582,-1.04678088158516,-0.341347815203281,0.002522451645602
"S113",22,"Male","Caucasian","Bachelor","Portugal",45.8975,0.0496333333333333,"Windows 10","1920x937",1.79904,"123.76",76,75,48.5,78.25,48,87.25,17.1411526677348,2.8,17,23.8,12,32.4,19.6090086682664,0.658982842548523,-0.123109090911109,0.306263359645766,-0.246547099375321,0.177667651501839,1.15867994884857,-0.543274689765757,-0.143437225028563,0.116190531883575,0.704594917938554,-0.045909748535591
"S114",43,"Male","Caucasian","Bachelor","Portugal",52.6030666666667,0.0799833333333333,"Windows 10","1920x927",1.77984,"60.18",50.5,47,53.25,46,57.5,79.75,23.5786931459625,35.2,59.8,63,39,54.2,20.8147048792436,-0.734553539288223,-0.56166995025614,-0.248671619656341,-0.685296109386831,-0.743838458625722,-0.191220072873369,-0.732192824908707,-0.391433325061366,-1.64039621095627,-0.115828856114375,-0.227377824265497
"S115",21,"Male","Caucasian","Bachelor","Portugal",42.9469,0.0554333333333333,"Windows 10","1536x758",1.164288,"60.02",60.5,51,33,54.5,66.75,68.5,15.2816564179135,21.8,30.6,41.2,46,46.6,19.6508927494097,-0.431108256720435,1.45517549601345,0.168580234474697,0.415471211274718,1.50612201004058,0.421287927953794,1.062926949236,0.196774066801236,-0.471906076728109,-0.555453328114908,0.211223043881284
"S116",19,"Male","Caucasian","High School","Poland",49.6149,0.02265,"Windows 10","1920x937",1.79904,"60.01",18,30,82.5,92.5,71.75,88.25,12.0803491236501,56.6,52.4,55,20.4,80.4,34.0988788725126,2.15826697191462,0.400846975132231,0.600058414232932,0.769983195576914,1.12864244072559,1.05233487701713,0.501241842931058,-0.197274920744745,0.847748651802384,-0.755009079369173,0.192164873668409
"S117",22,"Male","Caucasian","Other","Poland",76.4351166666667,0.0328333333333333,"Windows 10","1495x715",1.068925,"60.01",42,28,52.25,85.25,31.5,52,20.04336069943,50.4,52.4,51.6,53,63,16.8187688141034,0.998190273634231,-0.418844799931809,-1.60894852916679,0.00475117584691562,-0.917977603386822,-1.15234597734402,0.0582870952826529,-0.868108448935653,-0.641410343700206,-0.823939633286473,-0.133178428914989
"S118",20,"Male","Caucasian","High School","Poland",50.4672666666667,0.0406166666666667,"Windows 10","1920x970",1.8624,"141.68",47,50.5,54.25,65.75,18,84.75,16.9577393491919,70.2,56,45,16.4,61.8,25.0968068118508,1.22109826290802,-0.433302502466742,0.909823683743031,0.0636741973630805,-0.738644639154133,-0.346336412849783,-0.163707559490264,0.379337722875081,1.34572017047567,-0.682480683922278,0.0178828037973723
"S119",23,"Female","Caucasian","Bachelor","Poland",51.4824333333333,0.0316666666666667,"Windows 10","1536x763",1.171968,"59.98",63,71,62.75,41,27.75,70,11.2167610989142,38.6,40.6,62,45.2,52.2,20.8463252822937,-0.271212370883238,0.133056512907167,0.311756703814369,-0.785774713442656,-0.942790451271918,-1.02642123610994,-0.124476397704263,-0.0814828704516281,0.384574156695862,-1.14028318111013,-0.136732772103566
"S12",23,"Male","Latino","High School","Chile",50.94485,0.0773833333333333,"Windows 10","1920x983",1.88736,"74.99",37.5,57.5,46.5,47.75,29.6666666666667,53.75,23.098174825379,58,60.6,67.2,27.6,60.8,19.3603310927402,-1.18821252295463,-0.178537677361152,-0.111058557911534,-0.815787712907083,-1.45894553208785,0.956911581649668,-0.223048940316691,0.144790313303551,-0.457653410975089,-1.15881545917762,-0.158962437959708
"S120",33,"Male","Caucasian","Master","Italy",53.0399,0.94555,"Windows 10","1920x969",1.86048,"60.16",18.25,62.25,44.5,68.25,61.5,64.75,27.1059082933591,17.4,65.6,38.6,9.2,12.4,14.8485320775831,0.669367118744157,-0.0985392916352995,0.171638343796621,0.10758665596021,-0.108832361582671,-1.16541420971494,0.523255180112659,-0.269889207379202,-0.17657974181289,-1.60095188329013,0.00384867670069169
"S121",38,"Female","Caucasian","Master","Hungary",45.7463,0.0305833333333333,"Mac OS","1440x820",1.1808,"60.02",25.5,62.25,46.5,58.75,66.25,85.75,13.1411970069017,16.4,34.2,61.4,22.6,29,18.8838349585708,-0.438704005647284,0.15395152214734,-0.175688087775696,0.850130480279092,1.48209062731651,-0.627790254658462,1.02983330924769,0.50361616797864,0.468970288893555,0.957277706286577,0.246469680696384
"S122",24,"Female","Caucasian","Bachelor","Poland",48.74655,0.0537,"Mac OS","1280x689",0.88192,"58.67",49,65.75,44.25,24.25,27.3333333333333,34.5,22.1686245124908,10.2,44.6,84.8,48,16.4,18.3440284362156,1.68555280997785,0.146295837304546,0.151916550866674,0.511646959210939,1.16941684742699,-0.589202934508844,0.60650394189259,0.0750996355620905,0.294811655471208,1.33900844115423,0.164934846400552
"S123",23,"Female","Caucasian","Master","UK",50.4876166666667,0.04315,"Mac OS","1440x789",1.13616,"60.12",50.25,31,64,49.75,43.5,59,20.247167848178,61.8,36.6,70.8,19.4,63,23.2285818350927,-0.0471204550917875,0.494887410080382,0.84948155786186,-0.673678425490772,-1.08590489753113,-0.657812918390377,-1.10773311059333,-0.650142952587255,-2.90051883427884,0.321097528064033,-0.232257919236416
"S124",25,"Male","Latino","High School","Chile",68.9606166666667,2.51365,"Windows 10","1536x731",1.122816,"59.94",32.75,61,46.5,65.75,71.75,52.5,11.4779464197796,38,58.6,60,49.6,63.2,11.9877519685005,-0.976322192176459,-1.42454819466962,-0.459087746880766,-0.626777832383964,-0.910784934251608,-0.380278538330569,-0.191800869576789,-1.12914004892736,0.482704370092671,-0.839741473966715,-0.237453672162845
"S125",18,"Female","Caucasian","High School","Portugal",41.4369333333333,0.0222333333333333,"Windows 10","1879x970",1.82263,"59.97",66.25,47.5,66,91,58.5,93,17.1054723855123,55.8,59,83.6,55.6,83.2,24.8048081951169,0.26345374122864,0.695803041160614,0.342064443514552,0.155728368851934,0.567491978120804,0.275045184867272,0.296980685363216,0.395361239812166,-0.740650608358321,0.61505702058518,0.105306405549123
"S126",23,"Male","Caucasian","Bachelor","Portugal",50.2824,0.414316666666667,"Windows 10","1920x969",1.86048,"60.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.649721622363798,-1.13144859321996,0.381423634792794,-0.289635456611237,1.13143072968452,1.08518941108041,0.000743531007660777,0.191036016169888,1.38311572313144,0.777472789257293,0.0130965891183283
"S127",25,"Female","Latino","Bachelor","Mexico",64.0656166666667,5.4843,"Windows 10","1366x657",0.897462,"61.21",51.75,58.25,68,69,47.5,71.75,16.4941515125083,25,53.6,61.2,42.2,37.2,17.1233380333127,0.0637722534733063,0.57071663980242,0.401770956115676,0.703978192278906,-0.520195888153645,-0.661611928633802,0.872958233488932,0.329465746837814,-0.944642149744684,1.22578412517737,0.179785624742585
"S128",21,"Male","Caucasian","High School","Poland",82.0116333333333,0.0689,"Windows 10","1536x739",1.135104,"58.2",75,63.5,69.25,81.5,81.5,78,9.45401133985893,23.6,56,49,34.2,26,14.8251904143444,-0.82256561468324,-0.484499089017295,0.0497604394874314,0.0221746545664384,-1.23909599149601,0.812553728230228,-0.188486269621517,-0.459199884404656,0.512953266963727,-0.583639353347379,-0.0709187196435014
"S129",23,"Male","Caucasian","Bachelor","Poland",61.8361666666667,0.0756,"Windows 10","1920x937",1.79904,"60.55",44.5,39,60,89.75,28,97.5,16.7096685444242,64.2,15.2,74.6,55.2,74.2,17.3897237725628,1.43364181454561,-0.912273068673108,0.944059221582991,0.140857546185964,0.278911247593917,-1.02670346557882,-0.305053742560791,-0.333028808814976,-0.870432700081477,-1.07196441948649,-0.0607638508110965
"S13",47,"Male","Other","Bachelor","Mexico",67.4978666666667,0.0687333333333333,"Windows 10","1366x657",0.897462,"60.03",91.25,82.5,35.25,85.5,42,85,13.3182231612021,11.8,16.8,32.2,20.4,8.6,13.2717625325437,-2.60342277290707,-0.462822904006844,-0.246323167917214,-0.218182963842818,0.601865813027114,1.42837036559867,0.651618238815062,0.046170313023242,-0.315307557248776,-1.05650535010495,0.0026392461803616
"S130",24,"Female","African","Bachelor","South Africa",61.9064,0.3137,"Windows 10","1344x622",0.835968,"60.11",81.5,96.75,49,79.5,17.75,99.25,15.6994312738401,18,55,52,43.8,65,35.0705891656595,0.826671895172309,0.57400129276997,-1.78831886218923,0.233017140287772,0.409959765445044,1.51768087305918,0.0243756029065341,0.566444061740957,0.228270389464341,2.15673504926385,0.103374923652847
"S131",33,"Male","Caucasian","Bachelor","Australia",97.3491833333333,0.02035,"Windows 10","2046x1015",2.07669,"60.06",63,60.5,42.25,53,37.5,59.75,19.7781097798353,52.2,54.8,50.2,46.2,52,9.6307610323985,1.05567854793661,-0.0119266985969405,-0.118371693420985,0.259210384671651,0.982609461313968,-0.145864285282882,0.493347207524211,0.155256344024957,-0.0794665147736755,2.00985461449204,0.121211019577065
"S132",30,"Male","Other","High School","Algeria",52.4856333333333,0.0735833333333333,"Windows 10","1920x937",1.79904,"30.73",23.5,73.5,54,87,53.75,57,20.7034115589056,19,29.4,18.8,25,29.2,15.248599471278,1.85289347814327,0.501299831684881,-0.059280093542157,-0.038243133521661,-0.700706366217444,-0.884760186061779,-0.391723642593696,0.13764288110647,0.165660835323939,-1.55787248702987,-0.042769775807205
"S133",39,"Female","Caucasian","Master","Portugal",53.9659833333333,0.0663666666666667,"Windows 8.1","1536x723",1.110528,"61.91",24,65.25,88.5,86.5,31.25,85,24.4563778831351,31,48.2,76.6,35.2,38.4,29.9759184678055,0.206225303668122,0.287701815580887,-0.336830783511906,-0.800124572241942,0.608385996836631,-0.845343816847338,-0.0731674209000068,-0.163499261135718,0.827735492761445,-0.549538218514205,-0.0982967017427355
"S134",20,"Female","Latino","High School","Mexico",49.2895166666667,0.0537833333333333,"Windows 10","1280x601",0.76928,"60.37",66,79,61,59.5,26.5,78.75,10.2213945645782,13.6,21.6,64.8,8.8,58.4,10.2876110909412,-0.649108863804389,0.514618770371906,-1.5596520085949,-0.24437540729277,0.0187280041228107,0.496573646736421,-0.421968412685769,0.276023882874772,-1.81067695317932,-0.520496522142256,-0.0900899292375569
"S135",41,"Female","African","Master","Zimbabwe",58.2630333333333,0.977583333333333,"Windows 10","1536x664",1.019904,"60.66",38,81.5,44.25,92.75,48.75,79.5,15.4587308261608,14,32.2,25,35,23.8,15.6353406391043,-0.335466077820038,0.51778440764039,0.0036394110156776,0.362952859882743,0.80927304607205,-0.164782731358454,-0.115283597980252,0.109438554124725,-0.00199093549518292,1.13136362247778,0.0837817570373208
"S136",21,"Female","African","High School","South Africa",50.38505,0.03825,"Windows 10","1366x663",0.905658,"38.53",87,54.25,63.75,69,30,50,25.2946645873297,51,63,57.6,39.2,53.8,35.7421763442911,-0.888428180403439,-1.93138376223813,0.504767642836018,-0.703767318158069,-0.867432224127769,-0.974083293052157,-1.04633967507134,-1.17600683972831,-0.751378300724695,-0.0135847870865651,-0.324720690164863
"S137",27,"Female","Other","Master","Austria",119.3184,1.14578333333333,"Windows 10","1350x608",0.8208,"59.31",43.25,93.25,55.5,63.75,82.5,100,22.1610177875252,0,0,73.4,20,0,17.6340360034599,0.0522363247091437,0.263291876028152,-0.0846512809992158,0.6367995928685,-0.334805505705054,1.35718806170087,0.462840958243569,0.229265817382761,0.128847779264426,-0.166766598675712,0.13932245900312
"S138",21,"Female","Caucasian","High School","Poland",44.0285166666667,0.0716333333333333,"Windows 10","1920x937",1.79904,"144.16",64,12,88,48.25,23.5,62,27.1841603717874,77.6,61.2,84.4,93.8,75.4,30.7239966777671,0.44092901006121,0.87742099794367,0.549570284630813,0.010416702457784,0.767092533689748,-0.904606461516246,0.273057592252498,0.116808313389674,-0.103540190871665,0.0463481459488791,0.0747239459537289
"S139",23,"Female","Caucasian","High School","Poland",72.7753166666667,0.02365,"Windows 10","1920x1080",2.0736,"59.99",87.75,70,36.75,84.25,76.5,88.5,19.0059202514592,49,5.2,15.6,9.6,26.6,20.8831450077219,0.695630952098747,0.147227585966832,-0.210284823809464,0.146432806345827,0.118625566345686,1.33266937659305,-0.0162770461047705,0.336512840884059,-1.38555535169012,-0.561784959318281,0.0293097457596669
"S14",25,"Male","Caucasian","Master","Brazil",60.5106333333333,0.03335,"Windows 10","1920x937",1.79904,"60.43",89,96.5,29.25,70.75,36.75,70.25,23.7406158873831,14,8.6,24.6,11.6,9.4,10.1676092926693,-0.333046257436348,0.0102181107285991,0.0795497894506916,0.41294043510721,0.837198464377447,-0.86280525328989,0.563228319501341,0.692748792600009,1.12098384535341,-0.290067887993306,0.14836579315827
"S140",25,"Female","Caucasian","Master","Portugal",41.7141166666667,0.0312333333333333,"Windows 10","1536x746",1.145856,"60.24",8.25,47.25,96.75,69.75,51.25,33,24.0674803286031,13.2,67.6,91.6,41.6,55,19.8215694218875,0.0423842057736538,0.560563338383909,0.436094338630252,0.492285154966398,1.06509124842942,1.02385288379653,0.527466556988721,0.183629224831638,1.02690700095628,-0.410356309782638,0.178079624010598
"S141",29,"Male","Latino","Bachelor","Mexico",52.533,0.0999333333333333,"Windows 10","1879x931",1.749349,"60.35",16,72,53.25,33.5,47,88,31.555128995086,64.4,69,83.4,39.8,76.8,30.8785727485848,0.814973435380972,0.874941504213012,-0.219625287020915,0.398082298030801,0.270369620740283,0.128959179932217,-0.0959232075304053,0.311041668587722,-0.81001479639226,1.41092001587767,0.0986617321363244
"S142",28,"Female","Latino","Master","Mexico",53.3221,0.20095,"Windows 8","1517x730",1.10741,"59.25",63,71.25,69.75,52.75,45,69.25,35.6612201496918,22.6,50.8,68.2,15.8,65.4,20.2510997429367,0.301853450416732,1.04582731049571,-0.471777719573444,0.287969530838149,0.458079678855652,0.415535486600847,0.576712354752578,0.604079898174424,0.758510061135181,-0.12917271649598,0.160678053683538
"S143",29,"Female","African","Bachelor","Zimbabwe",50.1642,0.0583333333333333,"Windows 10","1366x657",0.897462,"60.26",78.75,67.25,68.5,89,30.75,77.5,32.5754181956356,60,59.8,53,38.2,83,46.2365901024191,0.880561648340209,-0.884404460774623,0.0114990943284191,-0.912457781871518,-2.65135504602996,-0.633160174284866,-0.195161516251468,-0.45540910806172,-0.0847911167203645,-1.4711454819407,-0.250831257664966
"S144",25,"Male","Caucasian","Bachelor","Greece",44.107,0.3541,"Windows 10","1536x714",1.096704,"60.48",58.5,53.75,68.5,89.75,63.75,67,16.5787412948232,33.4,39,51.6,29.6,29.8,26.6401679280743,1.08630250956103,0.867181139653104,0.394294870061787,0.835987266257495,1.03581554338318,1.34880685443791,0.872832796661348,0.557422103407838,0.320625673300505,0.953561696656433,0.290517541073184
"S145",21,"Female","African","High School","South Africa",59.4593833333333,0.0637,"Windows 10","1366x625",0.85375,"47.51",32.75,67,74,67.5,35.75,62,17.5921848603086,59,77.2,69.8,17.2,48.4,25.104180641456,-0.685422621048048,0.617217516044188,0.797695662523017,0.535978075259419,-0.446070196367207,1.38892879732451,0.842205338135851,1.0294690354392,1.10334356104154,1.81333519677186,0.262110716639853
"S146",36,"Male","Caucasian","Other","Switzerland",43.405,0.06175,"Windows 10","2560x1301",3.33056,"57.02",1.25,73.75,69.5,59,67.75,52.25,24.4194156602557,40,77.4,49,17,51,25.3825300213267,-1.11448566195426,0.0142162718284362,-0.50010032886244,0.490674089705408,-0.346701850857116,-1.10488606826687,0.522797270303297,-0.0443104985916458,-1.17598412081975,-0.626286304643944,0.0365102391380017
"S147",20,"Male","Latino","Bachelor","Mexico",67.3670333333333,0.0691,"Windows 10","1366x657",0.897462,"60.71",25,39,43.5,58,46.25,61.5,10.3128755862606,62.2,55.4,66.2,56,63.2,20.2085261963659,-0.74055639705268,0.0203082075978339,-0.64876377296833,-0.258437883586922,-0.730643924410226,-0.691232919353766,-0.213666737213848,-0.528185192829856,1.61640448865345,-0.732935110571617,-0.0999542007287444
"S148",34,"Male","Caucasian","Bachelor","Greece",67.6734666666667,5.97975,"Windows 10","1366x635",0.86741,"60.09",60,26.25,80,50.25,51.75,59.5,17.2552621575918,66.8,41.6,83.2,68.4,58.8,26.7145739141532,-2.06868650003622,-0.205166538394298,-0.024059421466033,-0.0552168132826794,1.72519540156094,1.14632736977371,0.0699995138565571,-0.792125986990321,0.386021988707179,-1.03103551504191,-0.022972414844125
"S149",33,"Female","Caucasian","Bachelor","Spain",43.3117333333333,0.0538666666666667,"Windows 10","1536x722",1.108992,"60.01",11.5,62.5,24.75,86,67.25,20.75,18.1488509619372,14.2,75.6,25.6,28,64,27.5231267224615,1.2400223131392,0.500812949279596,0.145108721280078,-0.423360165664149,0.81598460910469,-0.549853594793274,-0.00531053582254316,-0.316408508897795,0.29711459136449,-0.274342311831859,-0.031198774190261
"S15",24,"Male","Caucasian","Bachelor","USA",40.9975,0.0221333333333333,"Windows 10","1858x1009",1.874722,"59.95",34.25,47,31.75,86.25,69.75,44.25,14.2005417482575,48.8,66.8,33.6,45.2,59.6,17.6647913739783,-0.103009935050675,0.42425880575414,0.0114990943284305,-0.849608307492427,-0.864021952693747,0.729753649839013,-0.996414777619476,-0.475384455239306,-0.181783667732281,1.70617097678856,-0.178391103887052
