"Participant","Age","Sex","Ethnicity","Education","Nationality","Duration","Break_Duration","Device_OS","Screen_Resolution","Screen_Size","Screen_Refresh","IPIP6_Extraversion","IPIP6_Conscientiousness","IPIP6_Neuroticism","IPIP6_Openness","IPIP6_HonestyHumility","IPIP6_Agreeableness","IPIP6_SD","PID5_Disinhibition","PID5_Detachment","PID5_NegativeAffect","PID5_Antagonism","PID5_Psychoticism","PID5_SD","Delboeuf","Ebbinghaus","RodFrame","VerticalHorizontal","Zollner","White","MullerLyer","Ponzo","Poggendorff","Contrast","i"
"S88",28,"Male","Caucasian","High School","Portugal",48.9244333333333,0.0261,"Windows 10","1536x714",1.096704,"60.03",48.75,98.75,14,55.75,53,92,12.2784388976731,2.6,19.8,27.2,14.8,6.6,13.0848066407244,0.344652481126214,0.323389394254735,-1.17050275397869,0.29621649399742,0.792721401317832,-0.811134077352312,-0.130414568018303,-0.177194769862096,-0.46028697956099,-1.22644113555905,-0.0110185290836575
"S89",28,"Male","Caucasian","High School","Portugal",62.6323,0.0382833333333333,"Windows 10","2560x1297",3.32032,"170.16",36.5,56.25,58.25,47.25,69.75,58.25,12.4622517016298,62,36.8,42.2,17.4,12.8,16.0944610260685,-0.819581605023929,0.308738742025865,-0.392857904666413,0.280310924565746,1.19602653357353,-0.600930576902638,-0.177600850848529,0.123900833403989,1.92230069804109,-0.0310401431029167,0.067861738323277
"S90",25,"Male","Caucasian","Bachelor","Poland",42.7599833333333,0.0286166666666667,"Windows 10","1536x754",1.158144,"144.68",81.75,68.5,23.25,95.5,44,87.75,9.01274960716111,18.4,0.6,32.2,36,25.2,14.0699277177651,0.06605223620635,-0.728373977657836,-0.654329038305575,-0.22954536443057,-0.695539127193463,-1.26985927244346,-0.445576912570768,-0.134337129208456,-0.693966785868244,-0.776441085294186,-0.15320180620736
"S91",57,"Male","Caucasian","High School","New Zealand",58.9678166666667,0.05225,"Windows 10","1920x937",1.79904,"60.28",42.75,77.25,17.25,63.75,95,66.75,14.8926418693485,48.4,32.6,17.2,2.4,40.6,15.5774544095594,0.775535346960053,-0.00422899760585757,-0.0176574024291509,0.606162016780806,1.48585973479384,-0.824552576653349,0.58135015714154,0.261327901727086,1.77402055512231,0.152324315582221,0.180674867351952
"S92",24,"Male","Caucasian","High School","Poland",42.8448833333333,0.0734,"Windows 10","2290x882",2.01978,"60.4",7,56,65.75,93.5,6.5,25,25.4334363775678,58.6,74.2,78.8,64,58.2,36.1411029127594,0.705906842018446,-2.2548179408057,-1.76866660190203,-0.960363225989414,-1.4591741239377,-1.78192432520688,-0.577767746748013,-0.880658341598363,-0.701588577230724,-1.90715811661534,-0.39510595283256
"S93",38,"Female","Other","Other","Mexico",46.0169666666667,0.329116666666667,"Windows 10","1334x1287",1.716858,"59.9",0,59,69,100,93.25,99.5,10.7794709499234,44.8,40.8,59.8,3.2,37.8,23.5064684149994,0.165148356691005,0.688942507416412,0.21108697210008,0.568521842690218,0.296602396139075,1.11382562254651,0.401919012665146,-0.110011755100001,0.660637738435449,-0.89306378175148,0.136904481913969
"S94",27,"Male","Caucasian","Master","Poland",44.67405,0.0226833333333333,"Windows 10","1920x969",1.86048,"144.79",77,27.5,54.75,46.75,84.6666666666667,79,20.9158569010729,10.4,15.8,46.6,27.2,30.6,19.9302223874017,0.364765877188844,-0.751115894155408,-0.421726955602023,0.322367434243598,0.251245254457636,-0.991676772567648,-0.393853860208598,0.0565621994937244,0.493342361347013,0.816961048561053,-0.00952959882601288
"S95",23,"Female","Caucasian","High School","Portugal",42.3180166666667,0.0723666666666667,"Mac OS","1347x688",0.926736,"58.2",42.25,62.5,72.5,89,59.25,81.75,11.5465324544842,22,48.4,63,16.6,40.2,21.112709355646,-0.175092614954506,-1.25384902664229,0.454524735225862,-0.68035743792992,-1.02408409237722,-0.860870973465767,0.146153996920334,-0.246185163749163,-0.446984584963495,-0.543147922296387,-0.159333904026842
"S96",25,"Male","Caucasian","High School","Poland",66.2872,0.0375333333333333,"Windows 10","1366x625",0.85375,"59.18",87,39.5,49.5,45.5,86.6666666666667,88.75,22.8728995402387,2.4,3.8,47.4,43.4,21,20.8023126078202,-0.110080204086165,0.252558823893703,0.09694064649809,0.236837063256463,-0.308380553669731,-1.77382030760083,-0.125947485095251,0.30006163633288,-2.41337452014308,-0.544327089087018,-0.0229291856990202
"S97",28,"Female","Caucasian","Bachelor","Portugal",57.3245333333333,0.0418666666666667,"Windows 10","1240x571",0.70804,"61.33",48,50.5,41.25,97,48.25,82.25,14.0672931997878,41,41.2,39.8,45.2,71.6,17.857923891334,2.84681498315126,0.295748899779447,0.245050748771437,0.545521389495272,0.288727672717043,1.33201924085226,-0.0298000635855068,0.893137152427457,-2.66725950193423,-0.101345721152015,0.121811182747144
"S98",22,"Male","Caucasian","Bachelor","Poland",48.4677833333333,0.0235833333333333,"Windows 10","1817x979",1.778843,"145.42",13,29,40.25,91.25,89,77.25,20.96552513392,40.6,38.4,56.6,50.8,14.8,32.3638116763578,-0.251548971412651,0.7656300927863,0.605772298959256,0.454908105072052,0.482980242218018,1.09245178009179,0.171454620368395,0.681156166821966,0.434806779430488,-0.75658633018646,0.158631701058162
"S99",22,"Male","Caucasian","Bachelor","Greece",40.7015,0.41005,"Windows 10","1676x793",1.329068,"60.02",41.75,70.75,67.5,26,30.5,55.75,20.005221907534,53.6,69,68.6,64.2,47.4,16.0025926118309,0.266322590469771,-2.51577789370157,-1.6593119246388,-2.23403065607783,-0.828731092343409,-0.945412810864849,-1.73829753877798,-2.14372242570976,-1.01970375997216,-1.79007112847218,-0.693153754261035
